,ID,sas_pred,TransactionID,xgboost_pred,isFraud
105,2988768,0.01153,2988768,0.007991328,0
106,2988785,0.00787,2988785,0.006182431,0
107,2988823,0.11198,2988823,0.007276315,0
108,2988830,0.01225,2988830,0.016054677,0
109,2988847,0.01399,2988847,0.004828947,0
110,2988861,0.02146,2988861,0.030738229,0
111,2988916,0.01475,2988916,0.024046931,0
112,2988938,0.01032,2988938,0.019990869,0
113,2988939,0.0274,2988939,0.08810609,0
114,2988940,0.01252,2988940,0.007029446,0
115,2988953,0.01596,2988953,0.025161603,0
116,2988975,0.3877,2988975,0.32112062,0
117,2988987,0.02333,2988987,0.02236576,0
118,2988991,0.04044,2988991,0.04432771,0
119,2989101,0.00796,2989101,0.003396972,0
120,2989106,0.00675,2989106,0.000767732,0
121,2989107,0.0126,2989107,0.012021428,0
122,2989110,0.00756,2989110,0.002802335,0
123,2989120,0.00771,2989120,0.002761162,0
124,2989123,0.0088,2989123,0.015838023,0
125,2989181,0.00574,2989181,0.002704296,0
126,2989190,0.00692,2989190,0.001198304,0
127,2989213,0.07162,2989213,0.04205593,0
128,2989244,0.09581,2989244,0.13808434,0
129,2989260,0.01224,2989260,0.004750182,0
130,2989262,0.01428,2989262,0.014847188,0
131,2989314,0.01478,2989314,0.013476642,0
132,2989321,0.01698,2989321,0.004979647,0
133,2989332,0.00783,2989332,0.002698357,0
134,2989336,0.01111,2989336,0.017293675,0
135,2989338,0.01661,2989338,0.023890514,0
136,2989349,0.08208,2989349,0.03927271,0
137,2989361,0.00795,2989361,0.004474863,0
138,2989368,0.01151,2989368,0.005064542,0
139,2989389,0.09818,2989389,0.08973011,0
140,2989406,0.00692,2989406,0.001636424,0
141,2989416,0.01116,2989416,0.005710625,0
142,2989431,0.00669,2989431,0.002894325,0
143,2989482,0.01521,2989482,0.011998823,0
144,2989487,0.02047,2989487,0.006371119,0
145,2989488,0.06208,2989488,0.02076613,0
146,2989497,0.05567,2989497,0.044611894,0
147,2989525,0.01224,2989525,0.0116104,0
148,2989534,0.02285,2989534,0.036082152,0
149,2989550,0.00692,2989550,0.001700144,0
150,2989591,0.00756,2989591,0.005452144,0
151,2989607,0.00962,2989607,0.010749132,0
152,2989614,0.02772,2989614,0.024305532,0
153,2989637,0.05054,2989637,0.025975514,0
154,2989639,0.00769,2989639,0.001941356,0
155,2989648,0.01,2989648,0.012709814,0
156,2989682,0.01379,2989682,0.011284898,0
157,2989683,0.00944,2989683,0.011713885,0
158,2989686,0.00884,2989686,0.009406105,0
159,2989726,0.03883,2989726,0.056320544,0
160,2989733,0.13264,2989733,0.29866856,0
161,2989739,0.0256,2989739,0.011407036,0
162,2989759,0.00783,2989759,0.00372382,0
163,2989768,0.01383,2989768,0.014529023,0
164,2989805,0.01439,2989805,0.003499085,0
165,2989810,0.04063,2989810,0.08975692,0
166,2989833,0.00889,2989833,0.011525503,0
167,2989856,0.01401,2989856,0.018504519,0
168,2989872,0.00877,2989872,0.004181114,0
169,2989877,0.00783,2989877,0.004528189,0
170,2989880,0.01067,2989880,0.003575133,0
171,2989897,0.00962,2989897,0.002765137,0
172,2989898,0.01825,2989898,0.018248819,0
173,2989913,0.00899,2989913,0.005462278,0
174,2989928,0.00731,2989928,0.003145864,0
175,2989942,0.01406,2989942,0.019174187,0
176,2989947,0.01475,2989947,0.015029853,0
177,2989958,0.0263,2989958,0.03994675,0
178,2989971,0.02888,2989971,0.03261881,0
179,2989981,0.03723,2989981,0.2681186,0
180,2990028,0.02249,2990028,0.022573594,0
181,2990039,0.00994,2990039,0.008517595,0
182,2990041,0.01478,2990041,0.013869046,0
183,2990056,0.0102,2990056,0.002204902,0
184,2990062,0.01075,2990062,0.011340935,0
185,2990076,0.01067,2990076,0.004603872,0
186,2990080,0.0068,2990080,0.001164371,0
187,2990088,0.02592,2990088,0.03888582,0
188,2990100,0.02434,2990100,0.03141768,0
189,2990109,0.03989,2990109,0.03071606,0
190,2990119,0.01056,2990119,0.010934336,0
191,2990133,0.01405,2990133,0.015013951,0
192,2990141,0.01067,2990141,0.009187629,0
193,2990154,0.04935,2990154,0.11418456,0
194,2990165,0.02076,2990165,0.0536089,0
195,2990179,0.00801,2990179,0.005707772,0
196,2990192,0.01409,2990192,0.036661275,0
197,2990205,0.01277,2990205,0.028462898,0
198,2990222,0.00769,2990222,0.005575778,0
199,2990244,0.0112,2990244,0.008452019,0
200,2990251,0.01356,2990251,0.049896117,0
201,2990253,0.02647,2990253,0.029679608,0
202,2990259,0.00796,2990259,0.004770536,0
203,2990281,0.00884,2990281,0.003833181,0
204,2990295,0.01284,2990295,0.003809891,0
205,2990340,0.01067,2990340,0.009301221,0
206,2990343,0.01154,2990343,0.010199085,0
207,2990347,0.01148,2990347,0.01596623,0
208,2990349,0.0071,2990349,0.002915301,0
209,2990354,0.01079,2990354,0.00490119,0
210,2990387,0.01335,2990387,0.019528344,0
211,2990396,0.01827,2990396,0.018601658,0
212,2990443,0.00775,2990443,0.002181073,0
213,2990447,0.01405,2990447,0.013481054,0
214,2990489,0.04622,2990489,0.010903449,0
215,2990502,0.03596,2990502,0.079532206,0
216,2990511,0.00619,2990511,0.003696597,0
217,2990527,0.01225,2990527,0.005983268,0
218,2990537,0.01067,2990537,0.013506457,0
219,2990558,0.00669,2990558,0.004011734,0
220,2990571,0.01349,2990571,0.027847553,0
221,2990711,0.00797,2990711,0.00634216,0
222,2990716,0.00669,2990716,0.001530088,0
223,2990731,0.01648,2990731,0.014496255,0
224,2990748,0.01138,2990748,0.005346914,0
225,2990820,0.00962,2990820,0.006889429,0
226,2990857,0.00759,2990857,0.002675782,0
227,2990873,0.01171,2990873,0.007675286,0
228,2990878,0.01335,2990878,0.025632871,0
229,2990890,0.00796,2990890,0.006043462,0
230,2990901,0.00586,2990901,0.001099502,0
231,2990928,0.00876,2990928,0.001872269,0
232,2990936,0.00586,2990936,0.002178239,0
233,2990938,0.10487,2990938,0.2063474,0
234,2990973,0.01292,2990973,0.005082942,0
235,2990979,0.00808,2990979,0.008587243,0
236,2990997,0.01959,2990997,0.017297955,0
237,2990999,0.02708,2990999,0.019510636,0
238,2991024,0.01293,2991024,0.014199327,0
239,2991033,0.01351,2991033,0.010906946,0
240,2991039,0.01414,2991039,0.014557404,0
241,2991046,0.03505,2991046,0.05075113,0
242,2991047,0.02508,2991047,0.008439907,0
243,2991055,0.04991,2991055,0.041341096,0
244,2991061,0.01331,2991061,0.012488959,0
245,2991079,0.01118,2991079,0.007149843,0
246,2991089,0.02018,2991089,0.016504468,0
247,2991128,0.10591,2991128,0.14823978,0
248,2991135,0.01239,2991135,0.011725284,0
249,2991156,0.0137,2991156,0.023977146,0
250,2991158,0.01035,2991158,0.008159516,0
251,2991160,0.00692,2991160,0.000884975,0
252,2991170,0.01135,2991170,0.013355582,0
253,2991183,0.01001,2991183,0.014566752,0
254,2991191,0.02249,2991191,0.03565728,0
255,2991231,0.02713,2991231,0.00621431,0
256,2991260,0.01307,2991260,0.002820594,0
257,2991297,0.01475,2991297,0.013925684,0
258,2991319,0.00796,2991319,0.003991061,0
259,2991329,0.01188,2991329,0.008073821,0
260,2991345,0.04133,2991345,0.12620224,0
261,2991368,0.01129,2991368,0.004112839,0
262,2991400,0.00886,2991400,0.00808079,0
263,2991414,0.00913,2991414,0.016425828,0
264,2991448,0.00769,2991448,0.003149723,0
265,2991471,0.01414,2991471,0.016847922,0
266,2991479,0.00783,2991479,0.003557004,0
267,2991490,0.00779,2991490,0.002833272,0
268,2991491,0.0154,2991491,0.007264611,0
269,2991512,0.01003,2991512,0.037155442,0
270,2991516,0.01438,2991516,0.025766466,0
271,2991519,0.14175,2991519,0.0906419,1
272,2991523,0.012,2991523,0.012508203,0
273,2991529,0.00783,2991529,0.003754247,0
274,2991543,0.01281,2991543,0.013175185,0
275,2991545,0.07952,2991545,0.07162128,0
276,2991592,0.04281,2991592,0.036871634,0
277,2991597,0.01469,2991597,0.062164906,0
278,2991617,0.01348,2991617,0.012857289,0
279,2991645,0.92587,2991645,0.9948914,1
280,2991650,0.80259,2991650,0.99344856,1
281,2991668,0.01029,2991668,0.020556245,0
282,2991720,0.01665,2991720,0.019200731,0
283,2991757,0.03143,2991757,0.112286374,0
284,2991786,0.01096,2991786,0.00934792,0
285,2991803,0.01571,2991803,0.0207115,0
286,2991825,0.01101,2991825,0.015979616,0
287,2991859,0.32347,2991859,0.37436634,0
288,2991868,0.01075,2991868,0.01808891,0
289,2991870,0.01275,2991870,0.016603367,0
290,2991872,0.00757,2991872,0.006671778,0
291,2991875,0.01648,2991875,0.009968058,0
292,2991907,0.01279,2991907,0.040144116,0
293,2991930,0.04641,2991930,0.016210496,0
294,2991931,0.05399,2991931,0.016556561,0
295,2991948,0.10037,2991948,0.029982118,0
296,2991987,0.01102,2991987,0.044983547,0
297,2992033,0.00701,2992033,0.002682704,0
298,2992051,0.01259,2992051,0.016466692,0
299,2992058,0.00802,2992058,0.009106875,0
300,2992090,0.00972,2992090,0.010188125,0
301,2992135,0.00626,2992135,0.078833036,0
302,2992137,0.01228,2992137,0.014736961,0
303,2992142,0.01419,2992142,0.022229712,0
304,2992172,0.03752,2992172,0.057025865,0
305,2992243,0.02142,2992243,0.024631217,0
306,2992252,0.0139,2992252,0.016840901,0
307,2992263,0.0162,2992263,0.012579397,0
308,2992267,0.00967,2992267,0.014213436,0
309,2992286,0.01405,2992286,0.014341788,0
310,2992293,0.01323,2992293,0.024189478,0
311,2992300,0.06041,2992300,0.05196197,0
312,2992301,0.01185,2992301,0.012056749,0
313,2992307,0.01239,2992307,0.015964417,0
314,2992320,0.01644,2992320,0.012178956,0
315,2992322,0.01131,2992322,0.006108029,0
316,2992343,0.00692,2992343,0.001876751,0
317,2992345,0.01297,2992345,0.02102774,0
318,2992354,0.03906,2992354,0.076823846,0
319,2992369,0.00816,2992369,0.003796843,0
320,2992380,0.00917,2992380,0.004508104,0
321,2992395,0.02097,2992395,0.019160377,1
322,2992400,0.01998,2992400,0.04009206,0
323,2992409,0.01526,2992409,0.04820598,0
324,2992417,0.01906,2992417,0.020278133,0
325,2992423,0.10916,2992423,0.21335937,0
326,2992434,0.01061,2992434,0.002917249,0
327,2992466,0.11812,2992466,0.3747453,0
328,2992484,0.01095,2992484,0.008443882,0
329,2992502,0.00823,2992502,0.00288554,0
330,2992533,0.02012,2992533,0.036792636,0
331,2992541,0.00817,2992541,0.003482149,0
332,2992554,0.2111,2992554,0.22078738,0
333,2992587,0.03317,2992587,0.09302753,0
334,2992599,0.01053,2992599,0.014288198,0
335,2992609,0.00949,2992609,0.003481573,0
336,2992642,0.47056,2992642,0.13078232,0
337,2992653,0.01074,2992653,0.00116213,0
338,2992655,0.01242,2992655,0.07726644,0
339,2992681,0.01438,2992681,0.016019914,0
340,2992715,0.01056,2992715,0.022086866,0
341,2992728,0.0073,2992728,0.005279643,0
342,2992733,0.02357,2992733,0.010701236,0
343,2992750,0.03391,2992750,0.055467352,0
344,2992751,0.00801,2992751,0.004351213,0
345,2992756,0.01007,2992756,0.003678944,0
346,2992794,0.09053,2992794,0.114329986,1
347,2992827,0.01308,2992827,0.036635228,0
348,2992833,0.01024,2992833,0.007629449,0
349,2992835,0.04167,2992835,0.03975891,0
350,2992846,0.01911,2992846,0.006502175,0
351,2992848,0.01419,2992848,0.025028367,0
352,2992870,0.01091,2992870,0.022332536,0
353,2992876,0.01498,2992876,0.004372752,0
354,2992891,0.01335,2992891,0.010634796,0
355,2992938,0.00834,2992938,0.003130674,0
356,2992962,0.01557,2992962,0.027386801,1
357,2993000,0.00755,2993000,0.004622619,0
358,2993041,0.01207,2993041,0.013748558,0
359,2993069,0.01457,2993069,0.009793134,0
360,2993095,0.01152,2993095,0.002784419,0
361,2993108,0.01239,2993108,0.010675164,0
362,2993110,0.0135,2993110,0.03158852,0
363,2993133,0.0088,2993133,0.012743604,0
364,2993137,0.02282,2993137,0.005194639,0
365,2993187,0.02558,2993187,0.024447275,0
366,2993200,0.01433,2993200,0.015450449,0
367,2993211,0.04223,2993211,0.12731606,0
368,2993227,0.00783,2993227,0.009502039,0
369,2993251,0.0753,2993251,0.04639753,0
370,2993253,0.08327,2993253,0.040266927,0
371,2993318,0.01139,2993318,0.016077653,0
372,2993328,0.00798,2993328,0.003555986,0
373,2993343,0.0121,2993343,0.017864913,0
374,2993350,0.08302,2993350,0.09004268,0
375,2993354,0.01405,2993354,0.012084965,0
376,2993363,0.01241,2993363,0.022129407,0
377,2993364,0.02305,2993364,0.010541697,0
378,2993396,0.02018,2993396,0.01137649,0
379,2993428,0.00781,2993428,0.002515917,0
380,2993442,0.00999,2993442,0.004267106,0
381,2993449,0.00709,2993449,0.002369323,0
382,2993456,0.00692,2993456,0.001377941,0
383,2993475,0.01419,2993475,0.021423006,0
384,2993488,0.00993,2993488,0.002310064,0
385,2993491,0.00902,2993491,0.00070953,0
386,2993512,0.01117,2993512,0.004596285,0
387,2993520,0.00641,2993520,0.002709008,0
388,2993531,0.04821,2993531,0.03660119,0
389,2993534,0.00821,2993534,0.002959919,0
390,2993542,0.01968,2993542,0.03448172,0
391,2993563,0.00743,2993563,0.001610179,0
392,2993572,0.01375,2993572,0.022816287,0
393,2993604,0.04699,2993604,0.06093941,0
394,2993613,0.02103,2993613,0.04166832,0
395,2993617,0.18479,2993617,0.19286646,0
396,2993675,0.01245,2993675,0.024930341,0
397,2993692,0.01395,2993692,0.023788404,0
398,2993699,0.16754,2993699,0.050924752,0
399,2993744,0.00692,2993744,0.00254838,0
400,2993749,0.02978,2993749,0.06446848,0
401,2993750,0.00873,2993750,0.008573809,0
402,2993810,0.01116,2993810,0.008472935,0
403,2993815,0.05415,2993815,0.023214197,0
404,2993825,0.02188,2993825,0.006024224,0
405,2993831,0.01335,2993831,0.010820699,0
406,2993922,0.01088,2993922,0.002286675,0
407,2993968,0.02188,2993968,0.027873121,0
408,2993975,0.01442,2993975,0.013269684,0
409,2994030,0.04491,2994030,0.06951733,0
410,2994032,0.11577,2994032,0.0608776,0
411,2994033,0.00692,2994033,0.001636134,0
412,2994042,0.00708,2994042,0.001683725,0
413,2994088,0.07504,2994088,0.073568396,0
414,2994111,0.01192,2994111,0.04326771,0
415,2994119,0.02997,2994119,0.027690547,0
416,2994152,0.01148,2994152,0.015917964,0
417,2994158,0.01048,2994158,0.020784197,0
418,2994178,0.01289,2994178,0.023979621,0
419,2994199,0.00898,2994199,0.009363283,0
420,2994203,0.01185,2994203,0.014455766,0
421,2994230,0.01527,2994230,0.013208085,0
422,2994288,0.02518,2994288,0.042524107,0
423,2994311,0.00785,2994311,0.001075883,0
424,2994330,0.0129,2994330,0.0204763,0
425,2994331,0.01131,2994331,0.005711088,0
426,2994378,0.07081,2994378,0.014457951,0
427,2994387,0.01363,2994387,0.021588163,0
428,2994393,0.01038,2994393,0.01892857,0
429,2994421,0.00838,2994421,0.003415417,0
430,2994455,0.01095,2994455,0.008240688,0
431,2994464,0.01998,2994464,0.006038051,0
432,2994480,0.01414,2994480,0.019191254,0
433,2994490,0.0134,2994490,0.01346013,0
434,2994591,0.00963,2994591,0.006704638,0
435,2994596,0.00835,2994596,0.001665934,0
436,2994616,0.01111,2994616,0.012209299,0
437,2994639,0.00924,2994639,0.00196443,0
438,2994640,0.0108,2994640,0.0224508,0
439,2994641,0.01212,2994641,0.07331737,0
440,2994646,0.01138,2994646,0.010692946,0
441,2994663,0.06925,2994663,0.047502644,1
442,2994739,0.00737,2994739,0.000941035,0
443,2994754,0.06895,2994754,0.00970844,0
444,2994762,0.2593,2994762,0.015462632,0
445,2994769,0.01194,2994769,0.00246933,0
446,2994777,0.01353,2994777,0.013595988,0
447,2994807,0.01538,2994807,0.039115977,0
448,2994810,0.00729,2994810,0.001526735,0
449,2994826,0.01245,2994826,0.049410887,0
450,2994835,0.01391,2994835,0.012265751,0
451,2994866,0.25198,2994866,0.25650814,0
452,2994873,0.01301,2994873,0.01724925,0
453,2994877,0.00886,2994877,0.00967806,0
454,2994891,0.04084,2994891,0.027653813,0
455,2994924,0.00839,2994924,0.012028883,0
456,2994951,0.00734,2994951,0.001245436,0
457,2995024,0.01315,2995024,0.019959629,0
458,2995111,0.00692,2995111,0.00214152,0
459,2995150,0.01228,2995150,0.018109728,0
460,2995188,0.00692,2995188,0.002231102,0
461,2995207,0.01292,2995207,0.025047896,0
462,2995261,0.00784,2995261,0.002472848,0
463,2995272,0.00936,2995272,0.005040749,0
464,2995299,0.00915,2995299,0.037027176,0
465,2995329,0.00788,2995329,0.005222399,0
466,2995330,0.04355,2995330,0.025726803,0
467,2995335,0.113,2995335,0.163681,0
468,2995338,0.01448,2995338,0.006663068,0
469,2995340,0.01187,2995340,0.006108171,0
470,2995349,0.14712,2995349,0.11550547,0
471,2995401,0.05661,2995401,0.006322301,0
472,2995414,0.02032,2995414,0.012486048,0
473,2995416,0.04516,2995416,0.105475366,1
474,2995458,0.01017,2995458,0.009327991,0
475,2995482,0.06451,2995482,0.01445747,0
476,2995502,0.00692,2995502,0.004716592,0
477,2995503,0.00891,2995503,0.001782929,0
478,2995506,0.01334,2995506,0.023858322,0
479,2995523,0.29898,2995523,0.060690824,0
480,2995527,0.01341,2995527,0.016844148,0
481,2995528,0.00738,2995528,0.00628197,0
482,2995532,0.03646,2995532,0.051095903,1
483,2995554,0.12783,2995554,0.027275113,0
484,2995588,0.01015,2995588,0.0192378,0
485,2995624,0.00844,2995624,0.002838724,0
486,2995642,0.00783,2995642,0.004886576,0
487,2995659,0.04628,2995659,0.012036751,0
488,2995665,0.01184,2995665,0.03582172,0
489,2995728,0.01201,2995728,0.006075319,0
490,2995760,0.04468,2995760,0.03870504,0
491,2995844,0.00993,2995844,0.003614361,0
492,2995903,0.00944,2995903,0.012881004,0
493,2995912,0.01118,2995912,0.010924548,0
494,2995919,0.01008,2995919,0.007117226,0
495,2995932,0.01566,2995932,0.003618081,0
496,2995944,0.02096,2995944,0.02641929,0
497,2995982,0.00934,2995982,0.003471617,0
498,2995986,0.00793,2995986,0.005262552,0
499,2995997,0.04296,2995997,0.15116236,0
500,2996022,0.04024,2996022,0.008472491,0
501,2996033,0.01377,2996033,0.028847191,0
502,2996039,0.02331,2996039,0.024777032,0
503,2996060,0.00786,2996060,0.00466913,0
504,2996077,0.01036,2996077,0.004744391,0
505,2996092,0.04478,2996092,0.059585195,0
506,2996094,0.00626,2996094,0.002838724,0
507,2996098,0.01185,2996098,0.009273887,0
508,2996111,0.01174,2996111,0.006519243,0
509,2996147,0.01231,2996147,0.012861725,0
510,2996169,0.0146,2996169,0.015247813,0
511,2996177,0.00722,2996177,0.00398353,0
512,2996214,0.06379,2996214,0.020215537,0
513,2996225,0.06755,2996225,0.011492224,0
514,2996229,0.01156,2996229,0.019490307,0
515,2996232,0.01365,2996232,0.009084269,1
516,2996233,0.0684,2996233,0.08478457,0
517,2996245,0.06692,2996245,0.036365375,0
518,2996248,0.01287,2996248,0.011044768,0
519,2996276,0.07249,2996276,0.046058264,0
520,2996282,0.00963,2996282,0.033029333,0
521,2996296,0.00912,2996296,0.010657307,0
522,2996359,0.04205,2996359,0.04331224,0
523,2996363,0.02207,2996363,0.005258383,0
524,2996364,0.01135,2996364,0.005383302,0
525,2996366,0.01391,2996366,0.011993579,0
526,2996380,0.0103,2996380,0.022332536,0
527,2996408,0.0103,2996408,0.00938639,0
528,2996409,0.03412,2996409,0.13450715,0
529,2996410,0.00911,2996410,0.008308201,0
530,2996436,0.00767,2996436,0.004433107,0
531,2996461,0.01408,2996461,0.005275975,0
532,2996467,0.01912,2996467,0.003231766,0
533,2996474,0.01125,2996474,0.008006955,0
534,2996511,0.00669,2996511,0.004257899,0
535,2996560,0.01066,2996560,0.006556756,0
536,2996570,0.01504,2996570,0.022699734,0
537,2996573,0.00946,2996573,0.010330672,0
538,2996601,0.02289,2996601,0.012282128,0
539,2996656,0.01369,2996656,0.018594129,0
540,2996690,0.00692,2996690,0.001184869,0
541,2996694,0.01239,2996694,0.015230667,1
542,2996720,0.00795,2996720,0.003203993,0
543,2996733,0.44234,2996733,0.3927445,0
544,2996743,0.02115,2996743,0.07303129,0
545,2996746,0.00814,2996746,0.005929922,0
546,2996759,0.06983,2996759,0.054500572,0
547,2996760,0.01776,2996760,0.013955939,0
548,2996767,0.06959,2996767,0.057738457,0
549,2996794,0.03885,2996794,0.077817075,0
550,2996811,0.00669,2996811,0.00327403,0
551,2996819,0.01527,2996819,0.022370258,0
552,2996828,0.00934,2996828,0.0027133,0
553,2996844,0.00906,2996844,0.0081508,0
554,2996850,0.01125,2996850,0.007823684,0
555,2996853,0.00701,2996853,0.001803074,0
556,2996856,0.01007,2996856,0.015495899,0
557,2996868,0.00692,2996868,0.002239955,0
558,2996881,0.00944,2996881,0.002611097,0
559,2996895,0.00779,2996895,0.004089132,0
560,2996919,0.07826,2996919,0.033891343,0
561,2996928,0.00669,2996928,0.000818515,0
562,2996941,0.01418,2996941,0.011033388,0
563,2996959,0.00814,2996959,0.005752322,0
564,2996996,0.01625,2996996,0.019414654,0
565,2997005,0.01079,2997005,0.007393489,0
566,2997009,0.01064,2997009,0.014479444,0
567,2997010,0.01021,2997010,0.003654123,0
568,2997030,0.01057,2997030,0.003826716,0
569,2997039,0.04011,2997039,0.01683301,0
570,2997058,0.01058,2997058,0.007066254,0
571,2997060,0.00765,2997060,0.001575846,0
572,2997081,0.03307,2997081,0.04194495,0
573,2997084,0.118,2997084,0.3131306,0
574,2997089,0.01142,2997089,0.032430585,0
575,2997119,0.00726,2997119,0.00445217,0
576,2997120,0.02913,2997120,0.021069149,0
577,2997128,0.05868,2997128,0.026119867,0
578,2997132,0.00897,2997132,0.008432452,0
579,2997136,0.19839,2997136,0.25181,1
580,2997156,0.01554,2997156,0.015303788,0
581,2997163,0.00769,2997163,0.00168045,0
582,2997165,0.00976,2997165,0.006619418,0
583,2997169,0.0132,2997169,0.011940041,0
584,2997197,0.00928,2997197,0.001364851,0
585,2997265,0.00783,2997265,0.002905106,0
586,2997287,0.0093,2997287,0.02220904,0
587,2997295,0.12598,2997295,0.18336068,0
588,2997320,0.00789,2997320,0.001200304,0
589,2997323,0.00784,2997323,0.001092486,0
590,2997341,0.01475,2997341,0.029365733,0
591,2997376,0.01015,2997376,0.014258014,0
592,2997387,0.19786,2997387,0.16924515,0
593,2997388,0.01048,2997388,0.024400985,0
594,2997418,0.00844,2997418,0.001821649,0
595,2997431,0.01149,2997431,0.010855271,0
596,2997472,0.00944,2997472,0.011062902,0
597,2997489,0.00755,2997489,0.000637985,0
598,2997493,0.00895,2997493,0.01703932,0
599,2997509,0.00832,2997509,0.002216724,0
600,2997521,0.00844,2997521,0.002838724,0
601,2997536,0.01732,2997536,0.035039913,0
602,2997581,0.01148,2997581,0.042778205,0
603,2997583,0.20239,2997583,0.09670196,0
604,2997589,0.00742,2997589,0.002771126,0
605,2997591,0.00833,2997591,0.003255179,0
